step,customer,age,gender,merchant,category,amount,fraud
23-03-2021,C2113737065,26to35,Female,M732195782,Travel,1268.7,1
18-07-2021,C2016890783,56to65,Female,M1823072687,Transportation,11.89,0
05-07-2021,C1251749294,36to45,Female,M349281107,Fashion,17.57,0
09-06-2021,C1284515419,gt65,Female,M85975013,Groceries,14.6,0
15-07-2021,C116665031,26to35,Female,M85975013,Groceries,41.26,0
15-03-2021,C1530262146,26to35,Male,M1823072687,Transportation,15.26,0
02-05-2021,C2136232396,gt65,Female,M348934600,Transportation,46.51,0
02-07-2021,C359668643,26to35,Male,M840466850,Technology,744.23,1
04-06-2021,C1320066686,26to35,Female,M1823072687,Transportation,23.82,0
19-05-2021,C2062758473,26to35,Female,M348934600,Transportation,11.85,0
24-03-2021,C1978250683,36to45,Female,M980657600,Sports&Toys,307.32,1
08-05-2021,C318818410,26to35,Male,M1823072687,Transportation,3.7,0
27-04-2021,C1890250226,36to45,Male,M348934600,Transportation,13.59,0
02-06-2021,C940143351,46to55,Male,M2122776122,Home,1020.08,1
09-08-2021,C966214713,36to45,Male,M348934600,Transportation,31.83,0
14-04-2021,C1931900243,56to65,Female,M1823072687,Transportation,58.73,0
12-08-2021,C275926123,26to35,Male,M855959430,Transportation,36.92,1
19-07-2021,C381007057,19to25,Female,M980657600,Sports&Toys,144.8,1
13-05-2021,C1503009287,26to35,Male,M348934600,Transportation,0.04,0
18-06-2021,C276623362,46to55,Male,M1823072687,Transportation,20.29,0
13-03-2021,C1309194397,46to55,Female,M348934600,Transportation,55.5,0
01-03-2021,C583110837,36to45,Male,M480139044,Health,44.26,1
27-08-2021,C2015444413,26to35,Female,M980657600,Sports&Toys,559.31,1
27-03-2021,C620542168,26to35,Male,M348934600,Transportation,0.76,0
08-08-2021,C1683902488,36to45,Female,M480139044,Health,83.87,1
12-07-2021,C1474786056,26to35,Male,M1823072687,Transportation,20.21,0
17-08-2021,C579037870,gt65,Male,M17379832,Sports&Toys,196.92,1
28-03-2021,C1295444668,26to35,Male,M348934600,Transportation,11,0
20-06-2021,C1350963410,56to65,Female,M980657600,Sports&Toys,496.3,1
02-06-2021,C1035222482,19to25,Female,M348934600,Transportation,21.19,0
14-08-2021,C1676378077,26to35,Female,M348934600,Transportation,43.21,0
13-08-2021,C1317710133,36to45,Male,M980657600,Sports&Toys,209.3,1
22-07-2021,C2115574807,56to65,Female,M348934600,Transportation,11.49,0
24-06-2021,C1197304790,36to45,Male,M1823072687,Transportation,11.99,0
10-05-2021,C1332125345,26to35,Female,M980657600,Sports&Toys,147.21,1
02-04-2021,C2096265838,36to45,Male,M1946091778,Beauty&Wellness,67,0
15-05-2021,C1361037703,26to35,Male,M1823072687,Transportation,26.5,0
15-08-2021,C546697817,56to65,Female,M348934600,Transportation,42.6,0
10-08-2021,C1524019070,36to45,Male,M1748431652,Beauty&Wellness,19.7,1
25-05-2021,C836959718,36to45,Male,M480139044,Health,23.44,1
25-04-2021,C1338125837,36to45,Female,M1873032707,HotelServices,565.11,1
21-06-2021,C898690183,56to65,Female,M980657600,Sports&Toys,94.11,1
29-05-2021,C193297871,46to55,Female,M1823072687,Transportation,49.46,0
30-06-2021,C1178726445,36to45,Female,M1823072687,Transportation,17,0
05-06-2021,C1622415837,26to35,Female,M348934600,Transportation,39.9,0
16-07-2021,C1705927875,36to45,Male,M348934600,Transportation,34.69,0
16-05-2021,C750714109,36to45,Female,M1198415165,Beauty&Wellness,64.66,1
22-06-2021,C655866157,56to65,Male,M980657600,Sports&Toys,102.35,1
23-08-2021,C306839491,26to35,Male,M1823072687,Transportation,51.59,0
23-07-2021,C1747513604,gt65,Male,M348934600,Transportation,23.44,0
09-08-2021,C892586401,46to55,Male,M348934600,Transportation,33.61,0
18-07-2021,C899638721,26to35,Female,M348934600,Transportation,37.85,0
24-07-2021,C1598762673,36to45,Male,M348934600,Transportation,19.69,0
13-03-2021,C804094956,46to55,Male,M348934600,Transportation,33.07,0
12-08-2021,C1332295774,36to45,Male,M1873032707,HotelServices,272.48,1
07-06-2021,C635222317,36to45,Female,M1823072687,Transportation,31.11,0
17-04-2021,C69317479,36to45,Female,M1823072687,Transportation,15.9,0
12-07-2021,C1778762788,26to35,Female,M1823072687,Transportation,14.49,0
29-03-2021,C1726895756,56to65,Male,M17379832,Sports&Toys,182.26,1
01-08-2021,C1475317372,19to25,Female,M980657600,Sports&Toys,75.54,1
01-07-2021,C284165615,36to45,Female,M980657600,Sports&Toys,226.91,1
25-06-2021,C1014010834,19to25,Male,M349281107,Fashion,47.2,0
22-04-2021,C836959718,36to45,Male,M1842530320,Technology,173.76,0
28-05-2021,C1045324088,26to35,Female,M855959430,Transportation,21.73,0
23-07-2021,C764950264,46to55,Female,M209847108,Beauty&Wellness,192.98,1
08-03-2021,C1060270098,36to45,Male,M151143676,Restaurants&Bars,1.91,0
12-07-2021,C1940215857,56to65,Male,M349281107,Fashion,41,0
08-04-2021,C985141335,56to65,Female,M980657600,Sports&Toys,594.42,1
24-05-2021,C130295904,36to45,Female,M1823072687,Transportation,12.57,0
13-05-2021,C896561469,36to45,Male,M85975013,Groceries,36.89,0
16-04-2021,C221508235,26to35,Female,M151143676,Restaurants&Bars,28.24,0
04-05-2021,C806399525,26to35,Female,M1198415165,Beauty&Wellness,25.32,1
24-03-2021,C2121874810,46to55,Female,M348934600,Transportation,13.01,0
16-04-2021,C2096265838,36to45,Male,M1823072687,Transportation,40.94,0
04-03-2021,C1605127736,26to35,Male,M348934600,Transportation,5.67,0
01-07-2021,C325775693,36to45,Female,M1823072687,Transportation,20.35,0
06-03-2021,C1625937550,26to35,Female,M348934600,Transportation,30.28,0
11-07-2021,C711859898,36to45,Female,M348934600,Transportation,85.03,0
27-08-2021,C2113737065,26to35,Female,M480139044,Health,466.35,1
04-05-2021,C2085650948,26to35,Female,M1823072687,Transportation,54.35,0
27-03-2021,C50049566,26to35,Female,M1823072687,Transportation,20.21,0
04-03-2021,C800967034,36to45,Female,M1823072687,Transportation,31.24,0
04-04-2021,C1622124632,26to35,Male,M855959430,Transportation,5.39,0
03-05-2021,C1068772542,19to25,Male,M1823072687,Transportation,23.02,0
08-04-2021,C1341517098,46to55,Female,M85975013,Groceries,44.9,0
21-05-2021,C797980818,36to45,Male,M1823072687,Transportation,32.21,0
01-08-2021,C1558803570,36to45,Female,M1823072687,Transportation,15.5,0
21-08-2021,C1093060677,26to35,Male,M348934600,Transportation,53.5,0
07-05-2021,C2076439645,26to35,Female,M1741626453,Sports&Toys,1.82,1
21-06-2021,C1468001998,36to45,Female,M151143676,Restaurants&Bars,558.5,1
27-05-2021,C1569939854,gt65,Female,M1823072687,Transportation,29.28,0
02-07-2021,C2063978670,26to35,Male,M1823072687,Transportation,26.74,0
21-07-2021,C1642222517,46to55,Female,M85975013,Groceries,1.44,0
24-08-2021,C535324444,26to35,Male,M348934600,Transportation,18.4,0
06-06-2021,C1886601622,36to45,Male,M209847108,Beauty&Wellness,12.3,0
22-08-2021,C1619197936,36to45,Male,M480139044,Health,210.91,1
03-05-2021,C103240070,26to35,Female,M1823072687,Transportation,11.72,0
18-05-2021,C1704116821,56to65,Male,M85975013,Groceries,72.1,0
03-08-2021,C16680464,26to35,Male,M1823072687,Transportation,9.12,0
23-03-2021,C1572610482,36to45,Female,M78078399,Beauty&Wellness,86.65,1
25-07-2021,C245117318,36to45,Female,M980657600,Sports&Toys,287.69,1
22-05-2021,C783259685,36to45,Male,M85975013,Groceries,12.48,0
29-03-2021,C2027892936,46to55,Female,M495352832,Travel,12.03,1
05-05-2021,C1610742916,36to45,Male,M1823072687,Transportation,34.27,0
27-04-2021,C1355090926,36to45,Female,M855959430,Transportation,339.69,1
25-07-2021,C1771632349,46to55,Male,M1823072687,Transportation,11.34,0
23-06-2021,C939437404,26to35,Female,M1823072687,Transportation,64.17,0
20-06-2021,C1394467199,36to45,Male,M3697346,Leisure,45.46,1
16-08-2021,C1240560903,46to55,Male,M17379832,Sports&Toys,358.35,1
04-04-2021,C1828122,gt65,Male,M1823072687,Transportation,27.64,0
20-05-2021,C602544155,46to55,Male,M348934600,Transportation,18.21,0
03-06-2021,C1620127338,26to35,Male,M980657600,Sports&Toys,13.75,1
21-06-2021,C2094120486,26to35,Male,M348934600,Transportation,22.71,0
29-05-2021,C360019679,36to45,Female,M349281107,Fashion,57.49,0
18-04-2021,C1815496848,26to35,Male,M85975013,Groceries,36.12,0
21-06-2021,C365096731,36to45,Male,M348934600,Transportation,21.48,0
11-07-2021,C1798103026,46to55,Female,M1823072687,Transportation,41.49,0
26-03-2021,C1980965530,46to55,Male,M348934600,Transportation,9.25,0
20-04-2021,C806399525,26to35,Female,M480139044,Health,462.6,1
23-04-2021,C1817318774,26to35,Female,M480139044,Health,39.06,1
27-04-2021,C374616385,19to25,Female,M732195782,Travel,1451.14,1
13-06-2021,C2016997607,26to35,Male,M85975013,Groceries,40.08,0
22-05-2021,C218446443,26to35,Male,M480139044,Health,307.79,1
25-07-2021,C1693925346,46to55,Female,M1823072687,Transportation,23.67,0
23-03-2021,C1275518867,56to65,Female,M980657600,Sports&Toys,53.69,1
07-08-2021,C371517012,26to35,Male,M1198415165,Beauty&Wellness,123.66,1
01-03-2021,C296630818,36to45,Male,M348934600,Transportation,18.25,0
13-04-2021,C594793398,26to35,Female,M840466850,Technology,124.75,1
05-08-2021,C1815102713,46to55,Female,M209847108,Beauty&Wellness,293.87,1
30-06-2021,C223315547,19to25,Male,M1313686961,Contents,93.56,0
18-07-2021,C1642689499,26to35,Female,M1946091778,Beauty&Wellness,68.46,0
05-06-2021,C605859862,56to65,Female,M348934600,Transportation,25.53,0
22-03-2021,C1179833140,56to65,Male,M1823072687,Transportation,21.54,0
17-04-2021,C1556425826,36to45,Male,M348934600,Transportation,23.35,0
03-08-2021,C862633345,46to55,Female,M85975013,Groceries,34.3,0
05-08-2021,C1978250683,36to45,Female,M1198415165,Beauty&Wellness,119.74,1
03-04-2021,C454240137,56to65,Male,M855959430,Transportation,133.05,1
25-05-2021,C483912131,26to35,Female,M980657600,Sports&Toys,523.49,1
06-08-2021,C822689044,26to35,Male,M1823072687,Transportation,55.94,0
09-06-2021,C612581943,36to45,Female,M480139044,Health,130.08,1
15-05-2021,C106931168,36to45,Female,M732195782,Travel,791.09,1
23-03-2021,C56690195,26to35,Male,M1823072687,Transportation,68.66,0
06-04-2021,C394979408,46to55,Female,M348934600,Transportation,46.11,0
09-05-2021,C353418507,46to55,Male,M1823072687,Transportation,28.19,0
09-03-2021,C323912860,26to35,Female,M1823072687,Transportation,32.17,0
15-03-2021,C1350963410,56to65,Female,M480139044,Health,146.43,1
12-04-2021,C117577408,gt65,Male,M348934600,Transportation,45.89,0
10-07-2021,C23992005,36to45,Male,M348934600,Transportation,43.38,0
25-04-2021,C339181872,46to55,Female,M1823072687,Transportation,25.9,0
22-04-2021,C974315171,36to45,Male,M348934600,Transportation,15.05,0
18-07-2021,C1978250683,36to45,Female,M1198415165,Beauty&Wellness,30.34,1
15-04-2021,C278676105,36to45,Female,M348934600,Transportation,53.46,0
25-05-2021,C447509116,36to45,Male,M348934600,Transportation,63.52,0
10-03-2021,C1978250683,36to45,Female,M2011752106,HotelServices,867.29,1
15-04-2021,C644541754,56to65,Female,M923029380,Home,417.81,1
14-08-2021,C688041542,26to35,Male,M480139044,Health,769.14,1
27-06-2021,C140234280,26to35,Female,M1823072687,Transportation,54.06,0
23-04-2021,C475928775,46to55,Female,M732195782,Travel,3597.32,1
20-05-2021,C834739424,36to45,Female,M348934600,Transportation,22.02,0
11-04-2021,C1474786056,26to35,Male,M1823072687,Transportation,22.03,0
04-04-2021,C165037464,19to25,Female,M348934600,Transportation,24.63,0
21-08-2021,C910454738,46to55,Female,M480139044,Health,674.11,1
09-06-2021,C1780497356,36to45,Female,M85975013,Groceries,51.67,0
19-05-2021,C1944646841,19to25,Female,M1823072687,Transportation,13.26,0
05-08-2021,C1476505660,19to25,Female,M151143676,Restaurants&Bars,335.5,1
06-04-2021,C226946948,36to45,Male,M732195782,Travel,379.28,1
03-08-2021,C153962249,36to45,Female,M840466850,Technology,350.65,1
06-08-2021,C851871528,19to25,Female,M348934600,Transportation,3.57,0
27-04-2021,C1240209240,19to25,Female,M1946091778,Beauty&Wellness,111.24,0
15-05-2021,C176878772,26to35,Female,M1823072687,Transportation,1.92,0
05-05-2021,C1010936270,36to45,Male,M348934600,Transportation,3.94,0
26-07-2021,C791033780,gt65,Female,M85975013,Groceries,54.05,0
31-07-2021,C1905402681,19to25,Male,M85975013,Groceries,19.34,0
23-08-2021,C611520731,46to55,Female,M480139044,Health,532.67,1
13-06-2021,C1409858085,26to35,Female,M1823072687,Transportation,0.15,0
23-05-2021,C1615801620,19to25,Male,M1823072687,Transportation,26.72,0
20-06-2021,C1186953291,46to55,Male,M1823072687,Transportation,5.71,0
02-06-2021,C806399525,26to35,Female,M1873032707,HotelServices,126.39,1
03-05-2021,C706599076,26to35,Male,M480139044,Health,395.67,1
14-03-2021,C1701618194,26to35,Female,M85975013,Groceries,36.25,0
30-07-2021,C1331907286,26to35,Male,M1823072687,Transportation,55.87,0
28-05-2021,C858160484,lt18,Male,M348934600,Transportation,26.02,0
08-08-2021,C594146637,26to35,Male,M1535107174,Beauty&Wellness,189,1
15-07-2021,C1700873233,36to45,Female,M1823072687,Transportation,7.8,0
17-07-2021,C1543709139,56to65,Male,M1823072687,Transportation,50.54,0
01-05-2021,C476477241,46to55,Male,M1823072687,Transportation,11.96,0
28-05-2021,C515794745,gt65,Male,M1823072687,Transportation,9.24,0
20-03-2021,C1040980271,36to45,Male,M348934600,Transportation,50.38,0
26-05-2021,C1304555023,26to35,Female,M348934600,Transportation,2.85,0
25-03-2021,C1248026439,46to55,Male,M1535107174,Beauty&Wellness,555.83,1
22-04-2021,C176878772,26to35,Female,M17379832,Sports&Toys,533.17,1
16-07-2021,C608407663,36to45,Female,M1823072687,Transportation,56.74,0
23-04-2021,C1414112698,19to25,Male,M1823072687,Transportation,43.69,0
16-03-2021,C1622124632,26to35,Male,M348934600,Transportation,60.01,0
09-05-2021,C1366869967,56to65,Male,M1823072687,Transportation,15.42,0
25-03-2021,C1223439629,46to55,Male,M1888755466,OtherServices,100.91,1
11-04-2021,C296571542,26to35,Female,M980657600,Sports&Toys,98.65,1
26-04-2021,C413065793,26to35,Female,M348934600,Transportation,10.4,0
28-05-2021,C871505790,26to35,Female,M348934600,Transportation,46.35,0
05-05-2021,C789852022,26to35,Female,M1823072687,Transportation,24.16,0
07-03-2021,C515668508,36to45,Female,M480139044,Health,52.14,1
03-04-2021,C23740594,36to45,Male,M480139044,Health,21.12,1
02-07-2021,C1023694383,gt65,Female,M1823072687,Transportation,10.57,0
23-06-2021,C1468001998,36to45,Female,M980657600,Sports&Toys,481.34,1
05-03-2021,C295362058,46to55,Male,M923029380,Home,181.55,1
24-08-2021,C2017390387,19to25,Female,M840466850,Technology,767.11,1
11-03-2021,C76969430,26to35,Male,M1823072687,Transportation,58.95,0
15-06-2021,C2036557936,26to35,Male,M1823072687,Transportation,22.19,0
19-04-2021,C2100466386,26to35,Female,M348934600,Transportation,16.86,0
05-06-2021,C1674674654,56to65,Male,M1600850729,Fashion,15.3,0
11-07-2021,C227186054,gt65,Female,M85975013,Groceries,13,0
13-07-2021,C2014438912,19to25,Female,M1823072687,Transportation,40.84,0
28-06-2021,C1440474435,26to35,Male,M348934600,Transportation,24.03,0
08-05-2021,C880450043,56to65,Female,M50039827,Health,118.05,0
27-04-2021,C1591441443,gt65,Male,M1823072687,Transportation,40.81,0
18-03-2021,C999393223,19to25,Female,M480139044,Health,476.43,1
05-08-2021,C2120296918,46to55,Female,M348934600,Transportation,10.17,0
06-03-2021,C150587559,26to35,Female,M480139044,Health,238.14,1
04-07-2021,C495473039,46to55,Female,M348934600,Transportation,36.13,0
22-06-2021,C100045114,46to55,Male,M348934600,Transportation,13.1,0
16-08-2021,C20027851,19to25,Female,M1823072687,Transportation,4.7,0
27-07-2021,C792341594,36to45,Male,M1823072687,Transportation,43.43,0
04-08-2021,C1728122351,36to45,Female,M732195782,Travel,1910.49,1
20-08-2021,C579037870,gt65,Male,M348934600,Transportation,44.2,0
15-03-2021,C11116138,26to35,Female,M1823072687,Transportation,8.99,0
22-06-2021,C381007057,19to25,Female,M980657600,Sports&Toys,350.35,1
25-08-2021,C1511894714,36to45,Male,M1823072687,Transportation,18.43,0
24-08-2021,C109634232,26to35,Female,M1823072687,Transportation,1.84,0
28-06-2021,C359221218,36to45,Male,M348934600,Transportation,22.33,0
23-08-2021,C1561544871,19to25,Male,M1823072687,Transportation,55.01,0
21-05-2021,C790600178,gt65,Male,M1888755466,OtherServices,113.16,1
22-07-2021,C1643499361,46to55,Male,M1823072687,Transportation,23.76,0
07-05-2021,C692285338,46to55,Female,M1741626453,Sports&Toys,797.74,1
31-03-2021,C104392148,36to45,Female,M348934600,Transportation,40.41,0
10-08-2021,C1175850429,46to55,Male,M480139044,Health,677.13,1
06-07-2021,C1849046345,46to55,Female,M980657600,Sports&Toys,537.6,1
08-06-2021,C1971153898,36to45,Male,M1823072687,Transportation,15.6,0
13-05-2021,C1060018471,46to55,Female,M1823072687,Transportation,10.76,0
11-06-2021,C1174735331,36to45,Female,M1198415165,Beauty&Wellness,490.65,1
21-05-2021,C914250073,26to35,Male,M480139044,Health,429.79,1
02-07-2021,C1189224644,26to35,Male,M1823072687,Transportation,5.46,0
14-06-2021,C1619755203,56to65,Female,M1823072687,Transportation,17.9,0
23-08-2021,C611182051,26to35,Female,M85975013,Groceries,59.68,0
20-05-2021,C115986226,26to35,Female,M348934600,Transportation,36.49,0
29-06-2021,C1474786056,26to35,Male,M1053599405,Health,6.27,0
16-07-2021,C1361248894,26to35,Female,M348934600,Transportation,42.16,0
24-05-2021,C1037161656,26to35,Female,M348934600,Transportation,26.77,0
04-05-2021,C483912131,26to35,Female,M1888755466,OtherServices,347.38,1
05-08-2021,C932908444,19to25,Female,M980657600,Sports&Toys,547.22,1
07-07-2021,C1745468920,26to35,Female,M348934600,Transportation,22.82,0
03-04-2021,C1192874833,46to55,Female,M1823072687,Transportation,5.64,0
27-03-2021,C1780829982,19to25,Male,M151143676,Restaurants&Bars,34.83,0
25-03-2021,C1427325535,19to25,Female,M1535107174,Beauty&Wellness,21.83,1
24-04-2021,C956954767,36to45,Female,M348934600,Transportation,31.53,0
25-05-2021,C659009992,56to65,Male,M1823072687,Transportation,67.83,0
27-03-2021,C1283110336,19to25,Male,M1823072687,Transportation,21.42,0
06-06-2021,C1744280753,26to35,Male,M348934600,Transportation,2.09,0
27-05-2021,C1431806998,46to55,Female,M1823072687,Transportation,37.92,0
04-04-2021,C756645719,26to35,Female,M2122776122,Home,466.62,1
09-05-2021,C1817318774,26to35,Female,M3697346,Leisure,343.96,1
02-07-2021,C1928842916,26to35,Male,M209847108,Beauty&Wellness,329.05,1
05-05-2021,C1350963410,56to65,Female,M547558035,Fashion,140.6,1
30-07-2021,C616715154,26to35,Female,M2011752106,HotelServices,875.47,1
04-08-2021,C806943770,46to55,Female,M480139044,Health,169.78,1
08-05-2021,C1222389110,36to45,Male,M1823072687,Transportation,24.83,0
01-06-2021,C868933598,19to25,Male,M348934600,Transportation,55.33,0
30-05-2021,C1675884425,26to35,Male,M348934600,Transportation,46.47,0
08-05-2021,C509860014,gt65,Female,M348934600,Transportation,13.58,0
18-06-2021,C1292140369,46to55,Female,M348934600,Transportation,30.69,0
30-06-2021,C261466841,gt65,Male,M348934600,Transportation,9.65,0
27-05-2021,C277720476,46to55,Male,M348934600,Transportation,34.78,0
15-03-2021,C1572610482,36to45,Female,M1198415165,Beauty&Wellness,500.43,1
15-03-2021,C1901383731,46to55,Female,M1823072687,Transportation,22.25,0
19-08-2021,C52277164,36to45,Female,M348934600,Transportation,27.48,0
29-07-2021,C1209363182,36to45,Female,M1823072687,Transportation,43.24,0
10-08-2021,C1461258616,26to35,Female,M1823072687,Transportation,47.53,0
19-06-2021,C1580712621,46to55,Male,M1823072687,Transportation,16.81,0
14-06-2021,C536412201,26to35,Male,M840466850,Technology,547.66,1
17-07-2021,C371570992,gt65,Male,M1823072687,Transportation,28.96,0
11-06-2021,C1148772789,46to55,Male,M3697346,Leisure,307.92,1
22-06-2021,C233539413,26to35,Female,M840466850,Technology,95.1,1
20-06-2021,C1605642067,19to25,Male,M1823072687,Transportation,15.95,0
12-03-2021,C1610467120,26to35,Male,M348934600,Transportation,48.39,0
14-05-2021,C620551378,26to35,Female,M348934600,Transportation,6.09,0
10-04-2021,C1367581052,46to55,Male,M1823072687,Transportation,38.06,0
15-05-2021,C1817318774,26to35,Female,M480139044,Health,79.19,1
04-05-2021,C1067668919,26to35,Female,M348934600,Transportation,32.82,0
11-08-2021,C913662681,56to65,Male,M1823072687,Transportation,28.24,0
17-07-2021,C17059521,26to35,Male,M1823072687,Transportation,24.75,0
20-08-2021,C1647495093,36to45,Male,M732195782,Travel,3427.11,1
13-08-2021,C566582492,36to45,Male,M1198415165,Beauty&Wellness,23.54,1
17-04-2021,C1018153896,36to45,Female,M348934600,Transportation,1.13,0
21-08-2021,C1670883164,gt65,Female,M1823072687,Transportation,32.02,0
22-06-2021,C1794686407,26to35,Female,M1823072687,Transportation,42.04,0
12-05-2021,C1255231772,26to35,Female,M1823072687,Transportation,17.18,0
25-07-2021,C1196149230,36to45,Female,M1823072687,Transportation,22.87,0
06-08-2021,C1509603467,19to25,Male,M1198415165,Beauty&Wellness,70.56,1
05-06-2021,C1567385001,26to35,Female,M348934600,Transportation,46.23,0
29-06-2021,C1394467199,36to45,Male,M980657600,Sports&Toys,344.16,1
22-04-2021,C2049382420,36to45,Male,M1823072687,Transportation,32.71,0
27-05-2021,C1953872129,26to35,Male,M1823072687,Transportation,3.91,0
22-05-2021,C886993530,36to45,Male,M1823072687,Transportation,60.79,0
10-05-2021,C1327124397,26to35,Male,M1823072687,Transportation,29.41,0
16-08-2021,C971766834,26to35,Female,M1823072687,Transportation,45.89,0
27-08-2021,C196888452,46to55,Male,M1053599405,Health,19.83,0
23-03-2021,C1383269171,19to25,Female,M1535107174,Beauty&Wellness,168.04,1
14-05-2021,C2044438336,26to35,Male,M348934600,Transportation,35.87,0
15-07-2021,C718801730,26to35,Male,M348934600,Transportation,50.92,0
16-04-2021,C1849046345,46to55,Female,M480139044,Health,925.48,1
06-07-2021,C3977999,36to45,Male,M1823072687,Transportation,27.7,0
18-04-2021,C1233802034,36to45,Female,M1823072687,Transportation,11.86,0
20-04-2021,C1256908044,36to45,Female,M1823072687,Transportation,19.52,0
18-05-2021,C95082443,26to35,Male,M480139044,Health,26.1,1
13-08-2021,C1994178184,46to55,Male,M732195782,Travel,4576.14,1
19-06-2021,C272471718,36to45,Male,M1823072687,Transportation,34.06,0
24-06-2021,C1370192017,gt65,Female,M1913465890,Health,17.46,0
20-05-2021,C1350963410,56to65,Female,M1741626453,Sports&Toys,17.02,1
03-03-2021,C263489307,26to35,Male,M980657600,Sports&Toys,94.57,0
09-05-2021,C1154631581,56to65,Male,M480139044,Health,121.29,1
24-06-2021,C1043282651,26to35,Female,M1823072687,Transportation,12.23,0
26-07-2021,C1999699557,36to45,Female,M349281107,Fashion,30.22,0
08-06-2021,C1039035065,56to65,Female,M1823072687,Transportation,19.52,0
26-08-2021,C1986701933,36to45,Female,M1823072687,Transportation,18.83,0
19-07-2021,C639699427,36to45,Male,M348934600,Transportation,14.89,0
18-07-2021,C1890191192,19to25,Male,M348934600,Transportation,44.79,0
23-06-2021,C1386324281,26to35,Male,M980657600,Sports&Toys,277.76,1
15-07-2021,C1199767081,36to45,Female,M348934600,Transportation,42.35,0
12-03-2021,C694574500,gt65,Male,M1823072687,Transportation,6.04,0
20-05-2021,C1837321151,lt18,Male,M1888755466,OtherServices,30.15,0
01-04-2021,C1704116821,56to65,Male,M855959430,Transportation,26.68,0
12-07-2021,C2095975270,56to65,Female,M732195782,Travel,1016.79,1
05-03-2021,C1275518867,56to65,Female,M1294758098,Leisure,336.82,1
20-04-2021,C2136008441,gt65,Male,M980657600,Sports&Toys,251.67,1
07-08-2021,C38251321,46to55,Female,M1823072687,Transportation,64.03,0
29-03-2021,C302774270,26to35,Female,M1823072687,Transportation,9.03,0
07-07-2021,C1828909550,46to55,Male,M1823072687,Transportation,16.41,0
25-04-2021,C616472041,26to35,Male,M1198415165,Beauty&Wellness,11.9,1
24-06-2021,C1242643189,36to45,Female,M85975013,Groceries,27.2,0
11-05-2021,C1809104609,19to25,Female,M1946091778,Beauty&Wellness,90.8,0
09-07-2021,C1331123896,26to35,Male,M348934600,Transportation,11.59,0
04-07-2021,C2118328869,26to35,Female,M933210764,Sports&Toys,278.73,1
10-08-2021,C2035771335,26to35,Female,M1946091778,Beauty&Wellness,19,0
06-07-2021,C869565327,56to65,Female,M1823072687,Transportation,41.66,0
27-03-2021,C131559770,gt65,Female,M151143676,Restaurants&Bars,81.54,0
19-04-2021,C1229072215,36to45,Male,M1823072687,Transportation,22.35,0
13-05-2021,C1440310601,56to65,Female,M348934600,Transportation,85.6,0
20-04-2021,C430579454,46to55,Female,M17379832,Sports&Toys,263.66,1
11-07-2021,C834739424,36to45,Female,M1823072687,Transportation,51.55,0
09-08-2021,C825622087,26to35,Female,M480139044,Health,390.34,1
26-08-2021,C2068249421,56to65,Male,M85975013,Groceries,104.97,0
24-03-2021,C1100510913,26to35,Male,M1823072687,Transportation,28.32,0
09-06-2021,C1862384239,46to55,Male,M1823072687,Transportation,5.52,0
04-04-2021,C30374753,gt65,Female,M348934600,Transportation,7.08,0
02-07-2021,C595459074,56to65,Male,M1823072687,Transportation,6.84,0
20-04-2021,C1849046345,46to55,Female,M980657600,Sports&Toys,330.49,1
07-07-2021,C65424442,36to45,Female,M980657600,Sports&Toys,33.79,1
18-07-2021,C324262354,46to55,Female,M1823072687,Transportation,10.4,0
31-03-2021,C606861698,19to25,Female,M1823072687,Transportation,25.94,0
02-03-2021,C1490048317,gt65,Female,M1535107174,Beauty&Wellness,212.16,1
30-06-2021,C402758720,36to45,Female,M348934600,Transportation,38.58,0
24-05-2021,C1419246450,36to45,Male,M85975013,Groceries,66.58,0
12-05-2021,C83613815,26to35,Female,M348934600,Transportation,26.75,0
11-03-2021,C359698649,36to45,Female,M1823072687,Transportation,3.91,0
20-08-2021,C1425719203,19to25,Female,M1823072687,Transportation,41.31,0
28-04-2021,C1541237057,26to35,Female,M855959430,Transportation,3.92,1
09-08-2021,C2009344338,26to35,Female,M348934600,Transportation,18.73,0
24-05-2021,C1079254393,19to25,Female,M1823072687,Transportation,20.39,0
18-05-2021,C655625028,gt65,Female,M1294758098,Leisure,194.3,1
21-06-2021,C381007057,19to25,Female,M980657600,Sports&Toys,620.05,1
19-04-2021,C652253057,56to65,Male,M1823072687,Transportation,8.4,0
01-04-2021,C1083859927,19to25,Female,M1842530320,Technology,41.66,0
09-04-2021,C59912595,26to35,Female,M348934600,Transportation,7.11,0
14-03-2021,C1076110991,26to35,Male,M348934600,Transportation,37.38,0
30-07-2021,C1510535804,36to45,Female,M980657600,Sports&Toys,272.97,1
28-04-2021,C1562081159,26to35,Female,M980657600,Sports&Toys,54.74,1
12-03-2021,C1703648667,26to35,Female,M348934600,Transportation,36.27,0
26-03-2021,C1545484501,26to35,Male,M1823072687,Transportation,0.42,0
31-05-2021,C1524407626,19to25,Male,M1823072687,Transportation,13.08,0
23-03-2021,C1503504810,19to25,Female,M1823072687,Transportation,13.36,0
19-06-2021,C324262354,46to55,Female,M1823072687,Transportation,22.06,0
18-06-2021,C748216113,46to55,Female,M1823072687,Transportation,39.97,0
28-07-2021,C87697988,gt65,Female,M348934600,Transportation,10.13,0
